,date,home,away,description,prediction,season
983,2022-01-16,Sassuolo,Hellas Verona,"Sassuolo and Verona take on each other at Mapei Stadium – Citta del Tricolore in what is expected to be a close Serie A game. The Neroverdi produced their best display of the season at the weekend, with the team rolling over Empoli 5-1 on the road. Gianluca Scamacca is pushing for a start after scoring a brace in the last league fixture, while all Filippo Romagna, Filip Djuricic, Matheus Henrique, and Francesco Magnanelli continue to miss out with injuries. Midfielder Hamed Junior Traore is on international duty. 

The Mastini, on the other hand, aim to bounce back from a shocking 2-1 loss to Salernitana, but given their poor away record in the Serie A, we believe that there is a big value in betting on Sassuolo. Hongla represents Cameroon at the 2021 Africa Cup of Nations, while all Ragusa, Bessa, Cancellieri, Coppola, Cetin, Montipo, and Magnani have been tested positive for coronavirus. ",V,2021-2022
984,2022-01-16,Bologna,Napoli,"Bologna and Napoli face each other at Stadio Renato Dall’Ara in what is expected to be one of the most exciting games of the weekend. The Rossoblu have been having their ups and downs in the 2021/2022 season, and, as a result, they sit in the middle of the standings. Home win, though, should not be considered, as Sinisa Mihajlovic’s troops are hit by coronavirus. 

All Dominguez, Hickey, Medel, Molla, Santander, Vignato, Viola, and van Hooijdonk have been tested positive for coronavirus, while Barrow represents Gambia at the 2021 Africa Cup of Nations. The Partenopei, on the other hand, aim to build on a hard-fought 1-0 win over Sampdoria, and given the number of absentees in the home side, we believe that there is a big value in betting on the visitors. All Anguissa, Ounas, and Koulibaly are on international duty, while Lozano, Rui, and Zielinski should miss out through illness.",P,2021-2022
985,2022-01-16,Venezia,Empoli,"Venezia play host to Empoli at their Stadio Pierluigi Penzo on day 22 of the current Serie A campaign. Venezia are only four points clear of the relegation zone, meaning that their elite division status is in danger. I Lagunari are desperate to return to winning ways, and it seems as if they will not have a better chance than this to do so. Both Tanner Tessmann and Mattia Caldara are back from suspension, while Tyronne Ebuehi is on international duty. 

The Azzurri, on the other hand, are on a four-game winless run, and given their display in a 5-1 loss to Sassuolo, we believe that punters from all around the globe can find value in betting on Venezia. Both Filippo Bandinelli and Sebastiano Luperto return from suspension for the visiting side, while the likes of Fabiano Parisi and Nicolas Haas are out of contention through injuries. ",V,2021-2022
986,2022-01-16,Roma,Cagliari,"Roma will be aiming to make amends for a 4-3 loss to Juventus when they host Cagliari to their Stadio Olimpico in the Serie A round 22. The Giallorossi have been struggling at the back of late, but the bookies still see them as hot favourites to beat Cagliari in front of home fans. As always, Tammy Abraham will be the man to watch in the home team, while both Rick Karsdorp and Gianluca Mancini are back from suspension. Midfielder Nicolo Zaniolo has been tested positive for coronavirus. 

The Sardinians, on the other hand, did well to beat Sampdoria 2-1 in their last league match, with the team regaining a much-needed confidence, but seeing that Walter Mazzarri’s troops are not regarded as good travelers, home win should be considered. Defender Henrique Dalbert is back from suspension, while Keita Balde is on international duty. ",V,2021-2022
987,2022-01-16,Atalanta,Inter,"All eyes will be on Gewiss Stadium when Atalanta and Inter face each other in a highly-anticipated Serie A game. The Orobici aim to build on a thrilling 6-2 win over Udinese, and they are likely to stick to their attacking style of play. Luis Muriel, who scored a brace at the weekend, will be one of the men to watch in the home team, while both Duvan Zapata and Robin Gosens are sidelined with injuries. The good news for the hosts is that midfielder Remo Freuler is back from suspension. 

The Nerazzurri, on the other hand, are on an eight-game winning run in the Italian top flight. Inter are eager to retain top position in the standings, and given their attacking potential, we believe that punters from all four corners of the world can find value in betting on both teams to score. Hakan Calhanoglu returns to Inter’s starting XI after serving his one-game ban in a 2-1 win over Lazio.",N,2021-2022
988,2022-01-17,Milan,Spezia,"Buoyed by a 3-0 win over Venezia, Milan will look to stay in the Scudetto race when they take on Spezia on Matchday 22. The Rossoneri are on a three-game winning run in the national championship, and they must be high on confidence ahead of Monday’s clash. All Kessie, Bennacer, and Ballo-Toure are on international duty, while all Castillejo, Calabria, and Romagnoli are rated doubtful for the game after the trio was tested positive for coronavirus. 

The Bianconeri, on the other hand, aim to build on a hard-fought 1-0 win over Genoa. Spezia have been producing fine displays on the road of late, but Milan will pose a much bigger threat for the visiting side than their previous rivals. Ebrima Colley represents Gambia at the 2021 Africa Cup of Nations, but midfielder Kevin Agudelo is back to contention after serving his one-game ban in the triumph over Genoa.",V,2021-2022
989,2022-01-17,Fiorentina,Genoa,"Monday’s football game between Fiorentina and Genoa will bring down the curtain on day 22 of the 2021/2022 Serie A campaign. The Viola experienced all sorts of problems at the back in a 4-0 loss to Torino, but it is well known that they produce much better showings at home than on the travels. Midfielder Sofyan Amrabat is on international duty, but he should be the only absentee in the home team. As always, a man to watch in the home team will be Arsenal target Dusan Vlahovic, who is enjoying a season to remember. 

The Rossoblu, on the other hand, have been anything but impressive under new boss Andriy Shevchenko, whose feature is in great danger. Given Genoa’s poor away record in the Serie A, we are tempted to put our money on the Viola this time out. Nikola Maksimovic is injured for the visiting team, while fellow defender Laurens Serpe has been tested positive for coronavirus.",V,2021-2022
990,2022-01-21,Hellas Verona,Bologna,"Stadio Marc’Antonio Bentegodi will host Friday’s Serie A game between Verona and Bologna, the two mid-table sides. The Mastini aim to build on a 4-2 win over Sassuolo, with the team eyeing their first home triumph since November 22, 2021. Both Frabotta and Dawidowicz remain in the recovery room, while a man to watch in the home team will be Antonin Barak, who scored a hat-trick at the weekend. 

The Rossoblu, on the other hand, aim to make amends for a 2-0 loss to Napoli. Bologna suffered yet another dip in form, and seeing that Verona have turned their Stadio Marc’Antonio Bentegodi into a real fortress, we predict that Sinisa Mihajlovic’s troops are going to return home empty-handed. Soumaoro is banned for the visitors, while all Dijks, Schouten, and Kingsley are out of contention with injuries. In the first half of the season Bologna defeated Verona 1-0, meaning that the hosts are hungry for revenge.",V,2021-2022
991,2022-01-22,Genoa,Udinese,"Genoa and Udinese face each other at Stadio Luigi Ferraris on day 23 of the current Serie A campaign. Genoa suffered an embarrassing 6-0 loss to Fiorentina on Monday evening, with the team remaining in the relegation zone ahead of the visit of Udinese. New boss Abdoulay Konko is under big pressure, and, no doubt, his men are going to leave their hearts on the field in Saturday’s clash. 

Mexico defender Johan Vasquez is back from suspension, while all Kallon, Hernani, and Criscito are out of contention with injuries. The Zebrette, on the other hand, faced a tough fixture list at the start of year, with the team losing to both Atalanta and Juventus. Udinese, though, should take advantage of Genoa’s shaky defence. The likes of Silvestri, Molina, and Pereyra are sidelined with injuries for the visiting side. ",P,2021-2022
992,2022-01-22,Inter,Venezia,"Inter and Venezia, the two teams who sit in the opposite halves of the table, face each other at Stadio Giuseppe Meazza in the Serie A round 23. The Nerazzurri are eager to defend the title, whilst the newcomers are on a quest to secure the top flight survival. Inter dropped two points in a goalless draw with Atalanta, and, no doubt, they are desperate to return to winning ways in the Italian top flight. 

Since Simone Inzaghi should have a full squad to choose from, we are tempted to put our money on the league leaders. Lautaro Martinez is widely expected to return to the starting XI. Venezia, on the other hand, are on an eight-game winless run in the Serie A, and we do not believe that they are capable of spoiling Inter’s party in Milano. The likes of Romero, Mazzocchi, Johnsen, and Haps should miss out with injuries for the visiting side.",V,2021-2022
993,2022-01-22,Lazio,Atalanta,"All eyes will be on Stadio Olimpico when Lazio and Atalanta square off against each other in a highly-anticipated Serie A game. The Biancocelesti quickly bounced back from a 2-1 loss to Inter, with the team rolling over Salernitana 3-0, and, no doubt, the triumph gave them a confidence boost. Cataldi misses out through suspension, while all Pedro, Basic, Acerbi, and Radu remain in the recovery room. A man to watch in the home team will be Ciro Immobile, who scored a brace at the weekend. 

The Orobici, on the other hand, did well to hold league leaders Inter to a goalless draw. Atalanta are eager to stay in the Champions League berth, and given their attacking potential, we believe that punters from all around the globe can find value in betting on both teams to score. All Zapata, Gosens, Hateboer, Ilicic, and Malinovskyi are sidelined through injuries for the away side.",N,2021-2022
994,2022-01-23,Cagliari,Fiorentina,"Sardegna Arena will host Sunday’s Serie A game between Cagliari and Fiorentina, the two teams who sit in the opposite halves of the table. The Rossoblu aim to escape the relegation zone, but they will have a mountain to climb on Matchday 23. The Sardinians failed to impress in a 1-0 loss to Roma, and it is no surprise the bookies see them as underdogs in Sunday’s clash. Both Carboni and Pavoletti are banned for the match, while all Lovato, Oliva, Bellanova, Grassi, and Aresti have been tested positive for coronavirus. 

The Viola, on the other hand, rolled over Genoa 6-0 to keep their Champions League hopes alive. Since Fiorentina top scorer Dusan Vlahovic continues where he left in 2021, we believe that there is a big value in betting on the visiting side. Benassi and Martinez Quarta should be the only absentees in the away side. ",P,2021-2022
995,2022-01-23,Napoli,Salernitana,"Buoyed by a 2-0 win over Bologna, Napoli will look to stay in the title race when they host Salernitana to their Stadio Diego Armando Maradona. The Neapolitans are still without Koulibaly, Anguissa, and Ounas, who are on Africa Cup of Nations, with Ospina and Insigne both missing out with injuries. Fit-again Nigeria attacker Victor Osimhen is pushing for a start. Salernitana, on the other hand, are fighting hard to secure the Serie A survival. 

The newcomers, though, experienced all sorts of problems at the back in a 3-0 loss to Lazio, and seeing that Napoli are a real force to be reckoned with at home, the underdogs are unlikely to grab something from the match. In the first half of the season Napoli defeated Salernitana thanks to Piotr Zielinski’s goal. To make things even worse for the visitors, all Ranieri, Strandberg, Kastanos, Zortea, Capezzi, Djuric, Cagliolo, Bogdan, Coulibaly, Ribery, and Jaroszynski are out of contention through different reasons.",V,2021-2022
996,2022-01-23,Spezia,Sampdoria,"Sunday’s football game at Stadio Alberto Picco pits together Spezia and Sampdoria, the two teams who are almost level on points in the Serie A table. Spezia aim to build on back-to-back wins over Genoa and Milan, and they must be high on confidence ahead of the visit of Sampdoria. Colombia international Kevin Agudelo, who found the net in the triumph over the Rossoneri, is pushing for a start, while midfielder Giulio Maggiore serves a one-game ban. 

La Samp, on the other hand, aim to put an end to their three-game losing run in the Italian top flight. Considering that Sampdoria often struggle on the travels, we are going to put our money on the in-form hosts this time out. All Verre, Audero, Yoshida, and Damsgaard should miss out with injuries, but there are no suspended players in the away side ahead of the trip to Liguria.",V,2021-2022
997,2022-01-23,Torino,Sassuolo,"Torino and Sassuolo face each other at Stadio Olimpico di Torino in what is expected to be a close Serie A encounter. Il Toro have been impressive in 2022, with the team recording back-to-back wins over Fiorentina (4-0) and Sampdoria (2-1), but this game will be anything but a walk in the park for the hosts. All Baselli, Linetty, and Belotti are out of contention with injuries, but there are no suspended players in the home side. 

In Belotti’s absence, Antonio Sanabria should continue to lead the line for the hosts. The Neroverdi, on the other hand, aim to make amends for a 4-2 loss to Verona. Since Sassuolo have been playing some high-scoring games of late, we are tempted to put our money on over 2.5 goals. Peluso has been tested positive for coronavirus, while both Filip Djuricic and Matheu Henrique remain in the recovery room. ",N,2021-2022
998,2022-01-23,Empoli,Roma,"Empoli and Roma face each other at Stadio Carlo Castellani in the Serie A round 23. The Azzurri quickly bounced back from a heavy 5-1 loss to Sassuolo, with the team sharing the spoils with Venezia in their last league match. Empoli aim to put an end to their five-game winless run, and they are likely to fight tooth and nail against Jose Mourinho’s troops. All Parisi, Haas, Marchizza, and Di Francesco are out of contention with injuries, but there are no suspended players in the home team. 

The Giallorossi, on the other hand, recorded a very important 1-0 win over Cagliari, with the team keeping their Champions League hopes alive. Considering that Empoli experienced all sorts of problems at the back in their last home fixture in the Serie A, we are tempted to put our money on the capital club. The likes of Spinazzola, Pellegrini, and Smalling remain in the recovery room, while both Cristante and Ibanez are back from suspension.",P,2021-2022
999,2022-01-23,Milan,Juventus,"Juventus will be looking to climb to the Champions League berth when they take on Milan at Stadio San Siro in the Serie A derby. The Bianconeri made a slow start to the season, but they have been producing fine displays in 2022. Max Allegri’s men head into the match following back-to-back wins over Roma and Udinese, but beating Milan on the road is easier said than done. Both Bonucci and Chiesa remain in the recovery room, while Ramsey has been tested positive for coronavirus. 

The Rossoneri, on the other hand, failed to impress in a 2-1 loss to Spezia on Monday. Ivory Coast international Kessie has been sorely missed of late, and seeing that both Ballo-Toure and Bennacer are on international duty as well, away win should be considered. Keep in mind, though, that talented midfielder Sandro Tonali is back from suspension for the hosts. ",P,2021-2022
1000,2022-02-05,Roma,Genoa,"Roma will look to build on a 4-2 win over Empoli when they take on Genoa at their Stadio Olimpico on Matchday 24. The Giallorossi have been scoring goals for fun of late, and they are likely to stick to their attacking style of play. A man to keep an eye on in the home team will be Tammy Abraham, while Leonardo Spinazzola remains in the recovery room. Both Darboe and Diawara are back from international duty. 

The Rossoblu, on the other hand, played out a goalless draw with Udinese before the international break. Genoa are not regarded as good travelers, and seeing that they experienced all sorts of problems at the back in a 6-0 loss to Fiorentina, we are tempted to put our money on Jose Mourinho’s troops, who are eyeing a place in the Champions League. Cambiaso is banned for the visitors, while both Ghighlione and Rovella miss out with injuries.",V,2021-2022
1001,2022-02-05,Inter,Milan,"There will be fireworks when Inter and Milan face each other in the Derby della Madonnina on Saturday evening. The Nerazzurri are leading the chase for Scudetto, but they can’t afford any complacency in the remainder of the season as both Milan and Napoli are breathing down their neck. The likes of Arturo Vidal, Alexis Sanchez, and Lautaro Martinez are unlikely to feature in the local derby as they represented their national teams in the World Cup qualifiers in midweek. 

Both Gosens and Correa are out of contention with injuries. The Rossoneri, on the other hand, head into the match following a goalless draw with Juventus. Milan and Inter seem to be evenly matched ahead of the Giuseppe Meazza showdown, and, taking everything into account, the share of spoils is on the cards. Franck Kessie is unlikely to feature in Saturday’s clash as he is on the verge of leaving the club, while all Ballo-Toure, Kjaer, and Tomori miss out with injuries.",N,2021-2022
1002,2022-02-05,Fiorentina,Lazio,"Fiorentina and Lazio go head to head at Stadio Artemio Franchi in a highly-anticipated Serie A game. The Viola continue life without key attacker Dusan Vlahovic, who joined Juventus in the January transfer window, and, no doubt, the Serbia rising start will be sorely missed in Saturday’s clash. His replacement Krzysztof Piatek is widely expected to lead the line for the hosts, while Odriozola misses out through suspension. 

The Biancocelesti, on the other hand, did well to keep hold of key players in the summer transfer window. The capital club aim to move closer to the Champions League berth, and we predict that they will take advantage of the fact that Dusan Vlahovic left Fiorentina. Acerbi and Akpa Akpro should be the only absentees in the away team. In the first half of the season Lazio defeated Fiorentina thanks to Pedro’s goal.",P,2021-2022
1003,2022-02-06,Atalanta,Cagliari,"Following back-to-back goalless draws with Inter and Lazio, Atalanta will look to return to winning ways in the Serie A when they host Cagliari to their Gewiss Stadium on Matchday 24. The Orobici are undefeated in the previous four league fixtures, but they need to start winning on a regular basis if they are to represent Italy in the Champions League for yet another term. Keep in mind, though, that all Malinovskiy, Muriel, Pasalic, and Koopmeiners have been tested positive for coronavirus. 

Both Josip Ilicic and Duvan Zapata are rated doubtful for the game, while Alexey Miranchuk remains in the recovery room. The Rossoblu, on the other hand, head into the match following a 1-1 draw with Fiorentina where they failed to convert a penalty. Cagliari are not regarded as good travelers, and even though Atalanta will be without several first-team regulars in Sunday’s clash, home win should be considered. Important attacker Joao Pedro is banned for the visiting side.",V,2021-2022
1004,2022-02-06,Bologna,Empoli,"Bologna will be aiming to make amends for a 2-1 loss to Verona when they host Empoli to their Stadio Renato Dall’Ara on Matchday 24. The Rossoblu produce much better showings at home than on the travels, and, as a result, the bookies see them as favourites to pick up all three points from Sunday’s clash. Hickey is banned for the hosts, while both Dominguez and Kingsley remain in the treatment room. 

Mbaye represents Senegal at the 2021 Africa Cup of Nations, but Barrow is back from international duty. To make things even better for the hosts, defender Adama Soumaoro returns to the starting XI after serving his ban in the defeat to Verona. The Azzurri, on the other hand, experienced all sorts of problems at the back in a 4-2 loss to Roma, which is probably the main reason why we are going to put our money on Sinisa Mihajlovic’s men. All Di Francesco, Parisi, Haas, Luperto, and Marchizza are injured for the away side.",V,2021-2022
1005,2022-02-06,Sampdoria,Sassuolo,"All eyes will be on Stadio Luigi Ferraris when Sampdoria and Sassuolo take on each other in the Serie A round 24. La Samp failed to win the previous four home fixtures in the national championship, and it is no wonder the bookies see them as underdogs in Sunday’s clash. Midfielder Albin Ekdal is sidelined through suspension, while both Yoshida and Damsgaard remain in the recovery room. Midfielder Kristoffer Askildsen is a major doubt, and he will be assessed ahead of the kick-off. 

The Neroverdi, on the other hand, played out a 1-1 draw with Torino before the international break. Anyhow, the share of spoils is on the cards in Genoa as Sassuolo and Sampdoria seem to be evenly matched. Rogerio is banned for the visitors, while influential attacking midfielder Djuricic is a major doubt. In the first half of the season the two teams played out a goalless draw.",N,2021-2022
1006,2022-02-06,Venezia,Napoli,"Sunday’s football game at Stadio Pierluigi Penzo pits together Venezia and Napoli, the two teams with entirely different ambitions in the remainder of the season. Venezia’s main goal is to secure the Serie A survival, while Napoli are eyeing their first Scudetto since 1990. The hosts do not seem to be at their sharpest ahead of Matchday 24, and given their five-game winless run in the national championship, home win should not be considered. 

The Neapolitans, on the other hand, are on a three-game winning run in the Italian top flight ahead of the trip to Venezia. Ounas is back from international duty, while both Koulibaly and Anguissa are still on Africa Cup of Nations. Fit-again winger Lorenzo Insigne is likely to help Napoli pick up all three points from the match, while Victor Osimhen is pushing for a start. ",P,2021-2022
1007,2022-02-06,Udinese,Torino,"Udinese and Torino square off against each other at Dacia Arena in what is expected to be a close Serie A game. The Zebrette played out a goalless draw with Genoa before the international break, with the team extending their winless run to three games. Udinese are determined to give fans something to cheer about, but Sunday’s game will be anything but a walk in the park for the home team. 

Winger Deulofeu misses out through suspension, while important midfielder Pereyra is sidelined with injury. Il Toro, on the other hand, have been showing signs of improvement of late, with the team beating both Fiorentina (4-0) and Sampdoria (2-1), while sharing the spoils with Sassuolo. Considering that Ivan Juric’s men often struggle on the travels, we are tempted to put our money on draw. Aina is back from international duty, while Bremer is banned for the match.",N,2021-2022
1008,2022-02-06,Juventus,Hellas Verona,"Following a goalless draw with Milan, Juventus will look to start a new winning run in the Serie A when they take on Verona at Allianz Stadium. The Bianconeri are only one point behind the Champions League berth, and they are likely to go all guns blazing at the Mastini. Weston McKennie is back from international duty, while Federico Chiesa remains in the recovery room. Summer signing Locatelli misses out through suspension, while both Perin and Alex Sandro have been tested positive for coronavirus. 

Verona, on the other hand, were producing fine displays before the international break, with the team beating both Sassuolo and Bologna. The Mastini, though, often struggle on the travels, which is probably the main reason why home win should be considered. Simeone is banned for the visitors, while both Frabotta and Dawidowicz are out of contention with injuries. ",V,2021-2022
1009,2022-02-07,Salernitana,Spezia,"Stadio Arechi will host Monday’s Serie A game between Salernitana and Spezia, the two bottom-table sides. Salernitana do not seem to be competitive at this level, with the team collecting only ten points to date. Since the rock-bottom side conceded seven goals in total in back-to-back losses to Lazio (0-3) and Napoli (1-4), we do not believe that home win should be considered. Veseli is banned for the hosts, while all Schiavone, Ruggeri, Coulibaly, and Stranberg miss out with injuries. 

The Bianconeri, on the other hand, look unstoppable at the moment, and given their three-game winning run in the Italian top flight, we predict that the visitors are going to emerge triumphant in Monday’s clash. Leo’ Sena and Bastoni should be the only absentees in the away side. In the first half of the season Spezia recorded a 2-1 win over Salernitana.",P,2021-2022
1010,2022-02-12,Lazio,Bologna,"Lazio will look to build on a 3-0 win over Fiorentina when they take on Bologna in the Serie A round 25. The Biancocelesti took advantage of the fact that Dusan Vlahovic left Viola in January, with the team keeping their Champions League hopes alive. Maurizio Sarri’s men aim to give fans yet another reason for celebration, and they are likely to adopt an attack-minded approach in Saturday’s clash. Defender Acerbi remains in the recovery room, but he should be the only absentee in the home team. 

The Rossoblu, on the other hand, suffered a dip in form, with the team collecting only one point in total from the previous four league fixtures. Bologna are not regarded as good travelers, and they are unlikely to spoil Lazio’s party in the “Eternal City”. Mosa Barrow, who represented Gambia at the Africa Cup of Nations, returns to the starting XI, while all De Silvestri, Viola, Dominguez, and Kingsley miss out through different reasons. ",V,2021-2022
1011,2022-02-12,Napoli,Inter,"The ground at Stadio Diego Armando Maradona will shake when Napoli and Inter take on each other in the Serie A derby on Saturday evening. The Neapolitans are on a four-match winning run in the Italian top flight, and they must be high on confidence ahead of the visit of Inter. Both Koulibaly and Anguissa are back from international duty, while Lozano and Tuanzebe continue to miss out with injuries. 

The Nerazzurri, on the other hand, suffered a heart-breaking loss to Milan in the Derby della Madonnina at the weekend, but despite the defeat they remained in top position. Napoli and Inter seem to be evenly matched ahead of day 25, and we believe that there is a big value in betting on draw. Both Correa and Gosens are sidelined with injuries, while Caicedo is a major doubt. ",N,2021-2022
1012,2022-02-12,Torino,Venezia,"Stadio Olimpico di Torino will host Saturday’s Serie A game between Torino and Venezia, the two teams who sit in the opposite halves of the table ahead of Matchday 25. Il Toro aim to remain in top ten, and they are likely to go all guns blazing at Venezia. Home win, though, should not be considered as the hosts head into the match with a severely-weakened squad. 

Both Mandragora and Lukic are bannedfor the game, while Belotti and Fares remain in the recovery room. I Lagunari, on the other hand, aim to make amends for a 2-0 loss to Napoli. Venezia are eager to escape the relegation zone, but, but they would be happy with one point from the match as well. Both Ceccaroni and Ebuehi miss out through suspension, while Vacca and Kiyine are injured. ",N,2021-2022
1013,2022-02-13,Milan,Sampdoria,"Following a brilliant 2-1 win over Inter in the Derby della Madonnina, Milan will look to give fans yet another reason for celebration when they host Sampdoria to their Stadio San Siro. The Rossoneri aim to regain top position in the standings, but they will have to prove their worth on the field. All Ballo-Toure, Kjaer, and Ibrahimovic are sidelined with injuries, while Theo Hernandez misses out through suspension. Ante Rebic is a major doubt, and he will be assessed ahead of the kick-off. 

La Samp, on the other hand, desperately needed a win against Sassuolo, and they managed to get one, with the team regaining a much-needed confidence. Sampdoria, though, often struggle on the travels, and we do not believe that they are capable of spoiling Milan’s party at Stadio San Siro. All Gabbiadini, Yoshida, and Damsgaard are out of contention with injuries for the visiting team.",V,2021-2022
1014,2022-02-13,Empoli,Cagliari,"Empoli and Cagliari go head to head at Stadio Carlo Castellani in what is expected to be a close Serie A clash. Empoli failed to win the previous seven league fixtures, and, no doubt, they are likely to leave their hearts on the field. All Luperto, Marchizza, and Haas are sidelined with injuries, but there are no suspended players in the home team ahead of the visit of Cagliari. The Rossoblu, on the other hand, did remarkably well to shock Atalanta in Bergamo in their last league match. 

The Sardinians aim to escape the danger zone, but beating Empoli on the road is easier said than done. As previously mentioned, a close match is on the cards, and we believe that punters from all around the globe can find value in betting on draw. Deiola misses out through suspension, while all Ceter, Nandez, Rog, Walukiewicz, and Strootman are out of contention with injuries. Both Zappa and Altare have been tested positive for coronavirus.",N,2021-2022
1015,2022-02-13,Genoa,Salernitana,"After holding Roma to a goalless draw at Stadio Olimpico, Genoa will look to return to winning ways in the Serie A when they take on Salernitana on Matchday 25. The Rossoblu are six points behind the safe zone, and they are likely to fight tooth and nail in the relegation six-pointer. Anyhow, Genoa will not have a better chance than this to get back on course in the national championship. Ostigard is sidelined through suspension, while Bani continues to miss out with injury. 

The rock-bottom side, on the other hand, do not seem to be competitive at this level. Salernitana conceded nine goals in total in the previous three league fixtures, and we do not believe that they are capable of spoiling Genoa’s party at Stadio Comunale Luigi Ferraris. All Coulibaly, Schiavone, and Ruggeri are sidelined with injuries, speaking of the visiting team. ",V,2021-2022
1016,2022-02-13,Hellas Verona,Udinese,"After suffering a 2-0 loss to Juventus in Turin, Verona will be aiming to move closer to the Champions League berth when they take on Udinese at Stadio Marc’Antonio Bentegodi. The Mastini continue with their old habit of producing much better showings at home than on the travels, and they are surely capable of matching Udinese in the “City of Love”. Cameroon international Hongla is back to contention, as well as important attacker Simeone, who served his one-game ban against Juve. 

The Zebrette, on the other hand, aim to build on a 2-0 win over Torino. Similar to Verona, Udinese struggle on the travels, and we do not believe that they are capable of grabbing something from the match. Arslan is sidelined through suspension, but he should be the only absentee in the away side. Keep in mind, though, that both Pereyra and Soppy are rated doubtful for the match.",V,2021-2022
1017,2022-02-13,Sassuolo,Roma,"Sassuolo and Roma take on each other at Mapei Stadium – Citta del Tricolore in what is expected to be one of the most exciting games of Sunday’s program. Against all odds, the Neroverdi suffered a heavy 4-0 loss to Sampdoria, with the team extending their winless run in the league to three games. Sassuolo are desperate to return to winning ways, and they are likely to adopt an attack-minded approach against Roma. 

Both Raspadori and Scamacca are banned for the hosts, while Filip Djuricic remains in the recovery room. The Giallorossi, on the other hand, failed to turn their dominance into victory in a goalless draw with Genoa. Jose Mourinho’s troops are eager to stay in the Champions League race, and given their attacking potential, both teams to score betting option should be considered. Zaniolo is sidelined through suspension, while Spinazzolla has yet to overcome his injury. ",N,2021-2022
1018,2022-02-13,Atalanta,Juventus,"All eyes will be on Gewiss Stadium when Atalanta and Juventus meet in a highly-anticipated Serie A game. The Orobici suffered a shocking 2-1 loss to Cagliari at the weekend, meaning that Gianpiero Gasperini should opt to make changes to the starting XI. First-choice goalkeeper Musso is banned for the match, with Rossi likely to step up. All Miranchuk, Ilicic, and Zapata, on the other hand, miss out with injuries. 

The Bianconeri, on the other hand, did well to beat Verona 2-0 on Dusan Vlahovic’s debut for the Old Lady, and Max Allegri’s troops should take advantage of Atalanta’s absentees as well. Both Federico Chiesa and Giorgio Chiellini remain in the recovery room, while Federico Bernardeschi is a major doubt. Yet another January signing Denis Zakaria should keep his place in the starting XI after finding the net in the triumph over Verona. ",P,2021-2022
1019,2022-02-14,Spezia,Fiorentina,"Stadio Alberto Picco will host Monday’s Serie A game between Spezia and Fiorentina, the two teams with entirely different ambitions in the remainder of the season. Spezia are eager to secure the elite division survival, while the Viola are eyeing a place in European competitions. Following three consecutive league wins, the Bianconeri shared the spoils with Salernitana at the weekend, and they are surely capable of beating Vlahovic-less visitors. 

The Serbia international was sorely missed in a 3-0 loss to Lazio, and, no doubt, the club chiefs will regret for selling the top scorer in the January transfer window. All Bastoni, Kovalenko, and Leo’ Sena are sidelined with injuries for the home team, while Bonaventura and Torreira are banned for the visiting side. In the first half of the season Fiorentina rolled over Spezia at Stadio Artemio Franchi, meaning that the hosts are hungry for revenge.",V,2021-2022
1020,2022-02-18,Juventus,Torino,"After sharing the spoils with Atalanta in Bergamo, Juventus will look to start a new winning run in the Serie A when they take on Torino in the Turin derby. The Bianconeri are determined to book their place in the Champions League for yet another term, and, no doubt, big-money signing Dusan Vlahovic is capable of helping “The Old Lady” meet the goal. 

Danilo, who scored a late equalizer against the Orobici, misses out through suspension, while both Chiellini and Chiesa remain in the recovery room. Torino, on the other hand, suffered yet another dip in form, and seeing that they failed to impress in back-to-back losses to Udinese and Venezia, we are tempted to put our money on Juve. Both Fares and Praet are sidelined with injuries, but there are no suspended players in the away team ahead of the local derby.",V,2021-2022
1021,2022-02-19,Sampdoria,Empoli,"Stadio Luigi Ferraris will host Saturday’s football game between Sampdoria and Empoli, the two teams who sit in the opposite halves of the table. La Samp are sitting in 16th place ahead of Matchday 26, only two points clear of the relegation zone, and, no doubt, they are desperate to get back on course in the Serie A. All Askildsen, Damsgaard, Gabbiadini, and Yoshida miss out with injuries, but there are no suspended players in the home team. 

The Azzurri, on the other hand, aim to climb to top ten in the Serie A standings. Empoli, though, suffered a dip in form, and seeing that Sampdoria are desperate to escape the danger zone, home win should be considered. The likes of Haas, Marchizza, and Luperto should miss out with injuries for the visiting team, while both Ekong and Baldanzi are back to contention. ",V,2021-2022
1022,2022-02-19,Roma,Hellas Verona,"Following a 2-2 draw with Sassuolo, Roma will look to get back on course when they welcome Verona to their Stadio Olimpico on Saturday. The Giallorossi aim to stay in the Champions League race, and they are likely to go all guns blazing at the Mastini. Mancini misses out through suspension, while both Ibanez and Spinazzola are sidelined with injuries. Experienced forward El Shaarawy is a major doubt. You should bear in mind that Jose Mourinho’s troops are eyeing their eighth home win of the process. 

Verona, on the other hand, continue with their habit of producing much better showings at home than on the travels, and given their anything but good away record in the 2021/2022 season (3-4-5), we are tempted to put our money on the capital club. All Miguel Veloso, Pandur, and Dawidowicz are sidelined with injuries for the visiting team. ",V,2021-2022
