,home,away,date,result,description,prediction
797,Sassuolo,Juventus,2022-04-25,P,"Monday’s football game between Sassuolo and Juventus will bring down the curtain on the Serie A round 34. Sassuolo aim to bounce back from a 1-0 loss to Cagliari, but they will have a big fish to fry against Juve. Right-back Jeremy Toljan, who limped off with injury at the weekend, is a major doubt, as well as key player Domenico Berardi. Both Harroui and Obiang remain in the treatment room. 

Anyhow, the fact that the Neroverdi defeated Atalanta in their last home fixture is surely giving fans a reason for optimism. The Bianconeri, on the other hand, failed to impress in a 1-1 draw with Bologna, which is probably the main reason why we are going to put our money on draw. As for the away side, all McKennie, Chiesa, Locatelli, and Kaio Jorge remain on the sidelines with injuries.",N
38,Atalanta,Torino,2022-04-27,N,"Atalanta will look to record their third win of the season when they face Torino in the Serie A round 4. The Orobici did well to beat Verona in the City of Love at the weekend, meaning that they are high on spirits ahead of the visit of Torino. All Berat Djimsiti, Marco Carnesecchi, and Davide Zappacosta are out of contention through injuries, while Luis Muriel could earn a spot in the starting XI this time out. 

Il Toro made a promising start to the season as well, with the team beating both Monza and Cremonese, while sharing the spoils with Lazio. Ivan Juric has no fresh selection worries, but both Alexey Miranchuk and David Zima remain in the recovery room. In their last encounter in the Italian top flight the two teams played out a thrilling 4-4 draw, and given their fine forms at the start of the season, yet another high-scoring affair is on the horizon.",N
258,Bologna,Inter,2022-04-27,V,"Bologna and Inter go head to head at Stadio Renato Dall’Ara in what is expected to be an interesting Serie A game. The Rossoblu are undefeated in the previous four league fixtures, which is surely giving fans a reason for optimism ahead of Wednesday’s clash. Nicola Sansone is pushing for a start after finding the net in a 2-2 draw with Udinese, while both Marko Arnautovic and Gary Medel are back from suspension. 

The Nerazzurri, on the other hand, faced no difficulties in a 3-1 win over Roma, but that did not help them regain top position in the standings. Inter face yet another must-win situation against Bologna and seeing that the Rossoblu head into the season finale with the lack of motivation, away win should be considered. Arturo Vidal should be the only absentee in the away team, while Joaquin Correa is pushing for a start. ",P
160,Fiorentina,Udinese,2022-04-27,P,"Fiorentina will look to make amends for an unexpected 2-1 loss to Salernitana when they take on Udinese in a postponed fixture. The Viola aim to climb to the Europa League berth, and we are positive that they will go all guns blazing at the Zebrette. Both Riccardo Saponara and Krzysztof Piatek are pushing for a start, while both Castrovilli and Torreira continue to miss out with injuries. Udinese, on the other hand, are stuck in the middle of the table. 

Considering that the Zebrette have little to play for in the season finale, we are tempted to put our money on Fiorentina, who are eyeing a top-six finish. There are no fresh injury worries in the away team ahead of the trip to Florence. In the first half of the season the Viola emerged triumphant thanks to Dusan Vlahovic’s goal, but the Serbian superstar is no longer part of the team. ",V
875,Napoli,Sassuolo,2022-04-30,V,"Napoli will look to make amends for an embarrassing 3-2 loss to Empoli when they host Sassuolo to their Stadio Diego Armando Maradona on Saturday afternoon. The Neapolitans aim to put an end to their three-game winless run, and they have no other option but to go all guns blazing at the Neroverdi. Poland international Piotr Zielinski is widely expected to return to the starting XI, while all Di Lorenzo, Elmas, and Lobotka remain in the recovery room. Ghoulam is a major doubt. 

Sassuolo, on the other hand, failed to impress in back-to-back losses to Cagliari and Juventus, and seeing that they head into the season finale with the lack of motivation, home win should be considered. As for the visitors, both Toljan and Harroui are sidelined with injuries, while Obiang remains in the treatment room with heart problems. ",V
137,Cagliari,Hellas Verona,2022-04-30,P,"Cagliari will look to collect vital three points in the battle for survival when they face Verona in the Serie A round 35. The Rossoblu suffered a 1-0 loss at Genoa at the weekend, but they are surely capable of matching the Mastini in front of home fans. There are no fresh injury worries in the home team, while Matteo Lovato is back from suspension. Experienced attacker Leonardo Pavoletti is pushing for a start. 

Verona, on the other hand, head into the match following a 1-1 draw with Sampdoria. The Mastini have little to play for in the season finale, which is probably the main reason why home win should be considered. The likes of Pandur, Coppola, and Dawidowicz are all out of contention with injuries for the visiting side. In the first half of the season the two teams played out a goalless draw in “The City of Love”.",V
978,Spezia,Lazio,2022-04-30,P,"Stadio Alberto Picco will host Saturday’s Serie A game between Spezia and Lazio, the two sides who sit in the opposite halves of the table. Spezia are eight points clear of the relegation zone, but, no doubt, they would be happy with one point from the Lazio game. Centre-back serves a one-match ban, while the likes of Leo Sena, Reca, Maggiore, and Colley are out of contention with injuries. 

The Biancocelesti, on the other hand, aim to bounce back from an unlucky defeat to league leaders Milan. The capital club have a chance to climb to the Europa League berth, and they should take advantage of Spezia’s poor form. There are no fresh injury worries in Maurizio Sarri’s team, fit-again defender Luiz Felipe should be recalled to the starting XI. Experienced winger Pedro is pushing for a start as well. ",P
860,Sampdoria,Genoa,2022-04-30,V,"There will be fireworks when Sampdoria and Genoa square off against each other in the Derby della Lanterna on Matchday 35. La Samp failed to win the previous four league fixtures, and as a result, their Serie A status is now in danger. Marco Giampaolo can’t count on injured duo Giovinco – Gabbiadini for the local derby, while Rincon misses out due to accumulation of yellow cards. Conti is a major doubt, and he will be assessed ahead of the kick-off. 

The Rossoblu are fighting hard to secure the Serie A survival as well. Genoa desperately needed a win against Cagliari, and they managed to get one thanks to Milan Badelj’s late goal. Anyhow, a close encounter is on the cards at Stadio Comunale Luigi Ferraris, and we believe that there is a big value in betting on draw. All Cambiaso, Piccoli, Maksimovic, and Vanheusden continue to miss out with injuries, while there are no suspended players in the away team. ",N
1203,Empoli,Torino,2022-05-01,P,"Empoli and Torino square off against each other at Stadio Carlo Castellani in what is expected to be a close Serie A encounter. The Azzurri showed character in their last league match, with the team coming from two goals behind to beat title-chasing Napoli 3-2. Empoli regained a much-needed confidence at the weekend, with the team moving one step closer to securing the Serie A survival, and, no doubt, they would be happy with one point from Sunday’s clash. 

All Tonelli, Haas, and Marchizza remain on the sidelines with injuries, while Bandinelli misses out through suspension. Il Toro, on the other hand, proved their worth in a 2-1 home win over Spezia, but given their anything but good away record, we believe that there is a big value in betting on draw. Important attacker Andrea Belotti faces race against clock to be fit for the Empoli game.",N
143,Milan,Fiorentina,2022-05-01,V,"After surviving Lazio at Stadio Olimpico, Milan will be aiming to retain top position when they face Fiorentina in a highly-anticipated Serie A game. The Rossoneri aim to put icing on the cake on a very successful season, and they are likely to fight tooth and nail against the Viola. All Bennacer, Florenzi, and Kjaer continue to miss out through injuries, while talented midfielder Sandro Tonali should keep his place in the starting XI after scoring a late winner in Rome. 

Fiorentina, on the other hand, are eyeing a spot in European competitions. Vincenzo Italiano’s men, though, failed to impress in a 2-1 loss to relegation strugglers Salernitana, which is probably the main reason why we are going to bet on the league leaders. As for the visiting side, both Torreira and Castrovilli remain on the sidelines with injuries. ",V
550,Roma,Bologna,2022-05-01,N,"After failing to spoil Inter’s party at Stadio Giuseppe Meazza, Roma will look to retain their spot in top five when they face Bologna on Matchday 35. The Giallorossi continue with their old habit of producing much better showings at home than on the travels, and, as a result, the bookies see them as favourites to win Sunday’s clash. The good news for Jose Mourinho is that both Fuzato and Zaniolo are back from suspensions, but Oliveira is banned for the Bologna game. 

Sinisa Mihajlovic’s troops, on the other hand, have nothing to play for in the remainder of the season as they are stuck in the middle of the table. Given Bologna’s anything but good away record in Serie A, we believe that punters from all four corners of the world can find value in betting on the Romans. Kingsley and Dijks should be the only absentees in the away side.",V
538,Udinese,Inter,2022-05-01,P,"High-flying Udinese will try to extend their winning run to five matches when they take on Inter on day 7 of the new Serie A campaign. The Zebrette have already found their best form, but the Nerazzurri will pose a much bigger threat for the hosts than their previous rivals. A man to keep an eye on in the home side will be Beto, who scored a brace in a 3-1 win over Sassuolo. The Portuguse forward returns to the starting XI, while all Jaka Bijol, Adam Masina, and Leonardo Buta remain in the recovery room. 

The visitors, on the other hand, quickly bounced back from the Derby della Madonnina defeat, with the team beating Torino thanks to Marcelo Brozovic’s late goal. Simone Inzaghi’s men proved their worth in the Champions League triumph (2-0) over Plzen as well, but beating the in-form Zebrette on the road is easier said than done. Taking everything into account, a close encounter is on the cards at Dacia Arena. Romelu Lukaku remains the only absentee in the away team.",N
1202,Juventus,Venezia,2022-05-01,V,"Buoyed by a hard-fought 2-1 win over Sassuolo, Juventus will look to retain their spot in top four when they take on Venezia in Turin on Sunday. The Bianconeri are on the cusp of making it to the Champions League, and a win over Venezia could see them overtake Napoli in third position. Even though all Cuadrado, Arthur, Chiesea, Mckennie, Locatelli, and Kaio Jorge remain in the recovery room, home win should be considered as Venezia are low on spirits ahead of Matchday 35. 

The relegation-threatened visitors are on an eight-game losing run in the Italian top flight; therefore, we do not believe that they are capable of spoiling Juve’s party at Allianz Stadium. The likes of Ebuehi, Modolo, Romero, Lezzerini, and Vacca should miss out through injuries, but there are no suspended footballers in the away team.",V
1204,Atalanta,Salernitana,2022-05-02,N,"Monday’s football game between Atalanta and Salernitana will bring down the curtain on the Serie A round 35. The Orobici are eager to represent Italy in European competitions for yet another term, and they are likely to go all-out attack against the relegation strugglers. All Pezzella, Maehle, and Ilicic are out of contention, but there are no suspended players in the home team. Salernitana managed to revive their survival hopes thanks to three consecutive league wins. 

The newcomers aim to give fans yet another reason for celebration, but seeing that Atalanta produced a fine display in a 3-1 triumph over Venezia, home win should be considered. Both Mousset and Coulibaly remain in the treatment room, while Verdi and Radovanovic are major doubts, and the duo will be assessed ahead of the kick-off. In the first half of the season Atalanta defeated Salernitana thanks to Duvan Zapata’s late goal.",V
1205,Salernitana,Venezia,2022-05-05,V,"There will be fireworks when Salernitana and Venezia face each other in a highly-anticipated relegation-six pointer. I Granata were in a fine form in late April, with the team keeping their survival hopes alive. Salernitana are eager to escape the relegation zone, and they should take advantage of Venezia’s poor form. All Coulibaly, Radovanovic, and Obi remain in the recovery room, while the likes of Ribery, Mousset, and Florillo have overcome their respective injuries. 

I Lagunari, on the other hand, made a promising start to the season, but they have been totally out of form in 2022. Since Venezia extended their losing run to nine games at Juventus, we believe that there is a big value in betting on the hosts. As for the visiting team, important midfielder Antonio Vacca limped off with injury in the 2-1 loss to Juve, with Romero, Lezzerini, Ebuehi, and Modolo missing out as well. ",V
704,Genoa,Juventus,2022-05-06,V,"Friday’s football game at Stadio Comunale Luigi Ferraris pits together Genoa and Juventus, the two teams with entirely different ambitions in the season finale. Genoa are fighting hard to avoid relegation, while Juve are eyeing a top-three finish. The Rossoblu aim to make amends for a heart-breaking loss in the Derby della Lanterna, but they will have a mountain to climb against Massimiliano Allegri’s troops. 

All Vanheusden, Rovella, Piccoli, and Cambiaso are sidelined with injuries, but there are no suspended players in the home team. The Bianconeri, on the other hand, booked their place in the Champions League thanks to a 2-1 win over Venezia. Juve aim to overtake Napoli in third position, and they should take advantage of Genoa’s shaky defence. Both Cuadrado and De Sciglio are major doubts, while all Locatelli, Kaio Jorge, Chiesa, and Mckennie remain in the recovery room. ",P
1206,Inter,Empoli,2022-05-06,V,"Inter will look to put an extra pressure on league leaders Milan when they take on Empoli in the Serie A round 36. The Nerazzurri quickly bounced back from an unlucky defeat to Bologna, with the team beating Udinese at Dacia Arena at the weekend. Inter face yet another must-win situation against Empoli, and we are positive that they will leave their hearts on the field. Hakan Calhanoglu is back from suspension, while fellow midfielder Bastoni is a major doubt, and he will be assessed ahead of the kick-off. 

The Azzurri, on the other hand, head into the match with a severely-weakened squad. Both Stojanovic and Verre are banned for the game, while the likes of Marchizza, Tonelli, and Haas miss out through injuries. Since Empoli failed to impress in a 3-1 home defeat to Torino, we are tempted to put our money on Simone Inzaghi’s troops.",V
940,Sassuolo,Udinese,2022-05-07,N,"Sassuolo and Udinese go head to head at Mapei Stadium – Citta del Tricolore in the Serie A round 6. The Neroverdi have drawn each of their last three league fixtures, and, no doubt, they would be happy with one point from Sunday’s clash as well. The likes of Domenico Berardi, Hamed Junior Traore, and Mert Muldur are out of contention with injuries for the home side. 

The Zebrette, on the other hand, look unstoppable at the moment, with the team extending their winning run to three games against Roma. Since Udinese crushed Jose Mourinho’s troops 4-0 at the weekend, they are surely capable of holding Sassuolo to a draw at Mapei Stadium – Citta del Tricolore. All Jaka Bijol, Adam Masina, and Leonardo Buta miss out with injuries, but there are no suspended players in the away team. ",N
473,Lazio,Sampdoria,2022-05-07,V,"Buoyed by a thrilling 4-3 win over Spezia, Lazio will look to give fans yet another reason for celebration when they host Sampdoria to their Stadio Olimpico on Saturday. The Biancocelesti have been scoring goals for fun of late, and they are likely to stick to their attacking style of play. Ciro Immobile, who scored his 27th goal of the season at the weekend, will be the man to watch in the home team, while experienced winger Pedro will be assessed ahead of the kick-off. 

La Samp, on the other hand, are high on spirits following the Derby della Lanterna triumph. Sampdoria, though, are not regarded as good travelers, which is probably the main reason why home win should be considered. As for the visitors, there are no fresh injury worries, but both Giovinco and Gabbiadini remain in the recovery room. In their last meeting in the “Eternal City” Lazio emerged triumphant thanks to Luis Alberto’s goal. ",V
166,Torino,Napoli,2022-05-07,P,"Torino and Napoli square off against each other at Stadio Olimpico di Torino in what is expected to be a close Serie A encounter. Il Toro aim to build on a 3-1 win over Empoli, but this match will be anything but a walk in the park for the hosts. Fit-again forward Andrea Belotti, who scored a hat-trick at the weekend, will be the man to watch in the home team, while all Zaza, Pjaca, Fares, and Warming are out of contention with injuries. 

Serbian midfielder Lukic is banned for the match. The Neapolitans, on the other hand, proved their worth in a 6-1 crushing of Sassuolo. Napoli have already booked their place in the Champions League, which is probably the main reason why we are going to put our money on draw. There are no fresh injury worries in the away team ahead of the trip to Turin.",N
64,Hellas Verona,Milan,2022-05-08,P,"Verona and Milan square off against each other in the “City of Love” in what is expected to be an interesting Serie A clash. Verona are still looking for their best form, with the team extending their losing run to four games at Salernitana, and, as a result, the bookies see them as underdogs in Sunday’s showdown. Defender Federico Ceccherini is banned for the match, but there are no fresh injury worries in the home team. 

The Rossoneri, on the other hand, proved their worth in the Serie A derby, with the team recording a routine 2-0 win over Juventus. Stefano Pioli’s men aim to give fans yet another reason for celebration, and given their current situation in Verona’s dressing room, away win should definitely be considered. Keep in mind, though, that Milan’s injury list is pretty long, including the likes of Simon Kjaer, Zlatan Ibrahimovic, Mike Maignan, Alessandro Florenzi, Alexis Saelemaekers, and Davide Calabria.",P
970,Spezia,Atalanta,2022-05-08,P,"After dropping two points in a 1-1 draw with Salernitana, Atalanta will look to climb to the Conference League berth when they take on Spezia on Sunday. The Orobici are not enjoying a season to remember, but a win over the Bianconeri will see them move one step closer to representing Italy in European competitions for yet another term. All Toloi, Pezzella, and Ilicic are sidelined with injuries, but there are no suspended players in the away team. 

Spezia, on the other hand, suffered a dip in form, with the team losing each of their last three league fixtures. The Bianconeri aim to escape the danger zone, but we predict that Atalanta will take advantage of Spezia’s shaky defence. Croatia international Martin Erlic is back from suspension, while all Colley, Sala, and Leo’Sena remain in the treatment room for the home side. ",P
1207,Venezia,Bologna,2022-05-08,V,"Venezia and Bologna face each other at Stadio Pierluigi Penzo on Matchday 36. Venezia were having their ups and downs in the first half of the season, but they have been struggling in 2022. The rock-bottom side are low on spirits following yet another hard-breaking loss to Juve, and given their shaky defence, home win should not be considered. All Ebuehi, Lezzerini, Vacca, Romero, and Modolo are injured for the hosts. 

The Rossoblu, on the other hand, are high on spirits as head coach Sinisa Mihajlovic has defeated leukemia once again. Bologna produced fine displays in matches against Inter (2-1) and Roma (0-0), which is yet another reason why we are going to put our money on the visiting side. Both Kingsley and Dijks continue to miss out with injuries, but there are no suspended players in the away team. ",P
1208,Salernitana,Cagliari,2022-05-08,N,"Stadio Arechi will host Sunday’s Serie A game between Salernitana and Cagliari. I Granata aim to escape the danger zone, and their fine displays in late April are surely giving fans a reason for optimism. All Coulibaly, Obi, and Ribery continue to miss out with injuries, while Radovanovic should recover in time to face the Sardinians. Cagliari, on the other hand, aim to make amends for back-to-back defeats to Genoa and Verona. 

Since the visitors are eager to grab something from the relegation six-pointer as well, we are tempted to put our money on both teams to score. Both Rog and Nandez are pushing for a start, while there are no fresh injury worries in the away team. In the first half of the season the two sides played out a 1-1 draw, which is yet another reason why BTTS betting option should be considered.",N
405,Fiorentina,Roma,2022-05-09,V,"Following a 1-0 loss to Milan at Stadio San Siro, Fiorentina will be looking to put an end to keep their Europa League hopes alive when they host Roma to their Stadio Artemio Franchi on Monday evening. The Viola aim to put an end to their three-game losing run, and they are likely to fight tooth and nail against the Giallorossi. Both Odriozola and Castrovilli are sidelined with injuries, but there are no suspended players in the home team. 

The Romans, on the other hand, failed to impress in a goalless draw with Bologna. Since Roma head into the match following the Conference League encounter with Leicester City, tired legs could prove to be a big problem for the visiting side. Fiorentina are a real force to be reckoned with at home, and we predict that the hosts will emerge triumphant in Monday’s showdown. Jose Mourinho can’t count on Armenia star Henrikh Mkhitaryan for the “Artemio Franchi” showdown.",V
951,Udinese,Spezia,2022-05-14,P,"Dacia Arena will host Saturday’s Serie A game between Udinese and Spezia, the two teams with black and white outfits. Udinese are safe, with the team sitting in 12th position in the standings ahead of the penultimate day of the season. The Zebrette head into the match with the lack of motivation, meaning that they should be happy with the share of spoils. Bram Nuytinck is pushing for a start, while Rodrigo Becao misses out through suspension. 

Both Santurro and Success remain in the recovery room, whereas Beto is a major doubt. The Bianconeri, on the other hand, are only three points clear of bottom three ahead of the trip to Udine. Since the visitors should be happy with one point from Saturday’s game as well, we are tempted to put our money on draw. Bastoni is banned for the away side, while both Leo’ Sena and Colley remain in the treatment room.",N
1210,Empoli,Salernitana,2022-05-14,N,"After dropping two points in a 1-1 draw with Cagliari, Salernitana will look to return to winning ways in the Serie A when they take on Empoli on the penultimate day of the season. Salernitana are fighting tooth and nail to secure the elite division survival, and recent displays are surely giving fans a reason for optimism ahead of the trip to Tuscany. 

Both Ribery and Bohinen are banned for the match, while Ranieri and Coulibaly should miss out with injuries. The Azzurri, on the other hand, failed to impress in back-to-back losses to Torino and Inter. Since Empoli have nothing to play for in the season finale, we believe that punters from all around the globe can find value in betting on the away team. The likes of Tonelli, Haas, and Marchizza are injured for the hosts. ",P
387,Hellas Verona,Torino,2022-05-14,P,"Verona and Torino go head to head at Stadio Marc’Antonio Bentegodi in what is expected to be a close Serie A encounter. The Mastini aim to bounce back from a 3-1 loss to Milan, and, no doubt, they want to impress in their last home match of the process. Faraoni misses the match through suspension, while all Pandur, Dawidowicz, and Coppola remain on the sidelines with injuries. 

Il Toro, on the other hand, suffered a 1-0 loss to Napoli in their last league fixture. Considering that both sides will go for a victory, we believe that there is a big value in betting on over 2.5 goals. Important midfielder Sasa Lukic returns from suspension, whilst all Buongiorno, Sanabria, Zaza, and Fares continue to miss out with injuries. Singo is banned for the match due to the accumulation of yellow cards.",N
1209,Roma,Venezia,2022-05-14,N,"Roma will be aiming to make amends for a 2-0 loss to Roma when they host Venezia to their Stadio Olimpico on Matchday 37. The Romans aim to seal their spot in the Europa League, and they will not have a better chance than this to return to winning ways. Mancini is banned for the match, while Armenia international Mkhitaryan remains in the recovery room. 

The rock-bottom side, on the other hand, have not been competitive at this level, and, as a result, they have slim chances of securing the Serie A survival. Venezia have already suffered 12 defeats on the road this season, which is yet another reason why home win should be considered. As for the visiting side, all Modolo, Romero, and Lezzerini are sidelined with injuries, while both Johnsen and Aramu are pushing for recalls after they got their names on the scoresheet in a 4-3 win over Bologna.",V
872,Milan,Atalanta,2022-05-15,V,"All eyes will be on Stadio Giuseppe Meazza when Milan and Atalanta square off against each other at Stadio San Siro on the penultimate day of the season. The Rossoneri moved one step closer to winning Scudetto thanks to a 3-1 win over Verona, but they should not stop now. Milan are likely to adopt yet another attack-minded approach against Atalanta, but they will have to do it without Denmark defender Kjaer, who is the only absentee in the home team. 

The Orobici, on the other hand, aim to build on a 3-1 win over Spezia. Atalanta are eyeing a spot in European competitions, and given their attacking potential, both teams to score betting option should be considered. Duvan Zapata is a major doubt, while all Ilicic, Pezzella Giu, and Toloi continue to miss out with injuries.",N
753,Bologna,Sassuolo,2022-05-15,P,"Bologna will look to bounce back from a 4-3 loss to Venezia when they face Sassuolo on Matchday 37. The Rossoblu have been having their ups and downs of late, but one thing is for sure, they are likely to stick to their attacking style of play. As always, a man to watch in the home team will be Marko Arnautovic, who scored his 14th goal of the season at the weekend, while Dijks remains on the sidelines with injury. 

The Neroverdi, on the other hand, collected only one point in total from the previous four league fixtures. Sassuolo will be with guards down in Sunday’s clash as well, and, taking everything into account, punters from all around the globe can find value in betting on over 2.5 goals. As for the away side, Kyriakopoulos misses the match through suspension, while all Obiang, Harroui, and Toljan are out of contention with injuries. ",N
278,Napoli,Genoa,2022-05-15,V,"Buoyed by a hard-fought 1-0 win over Torino, Napoli will be aiming to cement third place in the standings when they host Genoa to their Stadio Diego Armando Maradona. Poland international Piotr Zielinski is pushing for a start, while there are no fresh selection worries in the home team. Nigeria international Victor Osimhen is widely expected to lead the line for Luciano Spalletti’s side. 

The Rossoblu, on the other hand, recorded a very important 2-1 win over Juventus at the weekend to keep their survival hopes alive. Genoa, though, are not regarded as good travelers, which is probably the main reason why we are going to bet on the Neapolitans this time out. Iceland forward Albert Gudmundsson is pushing for recall, while trio Vanheusden – Piccoli – Sturaro remains in the recovery room. In their last meeting at the venue Napoli crushed Genoa 6-0.",V
32,Cagliari,Inter,2022-05-15,P,"Sunday’s Serie A game at Unipol Domus pits together Cagliari and Inter, the two teams with entirely different ambitions in the season finale. The Rossoblu are fighting hard to secure the elite division survival, while the Nerazzurri aim to keep their Scudetto hopes alive. Cagliari showed character in a 1-1 draw with Salernitana, with defender Giorgio Altare scoring the equalizer in the stoppage time. 

First-choice goalkeeper Boris Radunovic is banned for the match, while Nandez continues to miss out with injury. Simone Inzaghi’s troops, on the other hand, aim to build on a come-from-behind 4-2 win over Empoli. A lively contest is on the cards in Sardinia, but we are tempted to put our money on the title-chasing visitors who are more of a team than Cagliari. There are no fresh injury worries in the away team ahead of Sunday’s showdown. ",P
843,Juventus,Lazio,2022-05-16,N,"There will be fireworks when Juventus and Lazio take on each other at Allianz Stadium in the Serie A derby. The Biancocelesti aim to build on back-to-back wins over Spezia and Sampdoria, but beating Juve in Turin is easier said than done. Ciro Immobile should continue to lead the line for the visitors despite failing to find the net in the last league match, while Pedro is a major doubt. 

The Bianconeri, on the other hand, aim to make amends for a shocking 2-1 loss to Genoa. Juventus are a real force to be reckoned with at home, which is probably the main reason why we are going to put our money on Dusan Vlahovic and Co. All Chiesa, Kaio Jorge, and Mckennie continue to miss out with injuries, while both Locatelli and Danilo are back to contention. In the first half of the season Juve defeated Lazio 2-0 at Stadio Olimpico.",V
593,Sampdoria,Fiorentina,2022-05-16,V,"Fiorentina will be aiming to climb to the Europa League berth when they face Sampdoria on the penultimate day of the season. The Viola desperately needed a win against Roma, and they managed to get one, with the team putting an end to their three-match losing run. Fiorentina regained a much-needed confidence, and seeing that La Samp failed to impress in their last league fixture, away win should be considered. 

Amrabat is banned for Monday’s clash, while both Sottil and Castrovilli are out of contention with injuries. Sampdoria, on the other hand, are four points clear of the relegation zone, meaning that they should be happy with one point from the game. Anyhow, we are tempted to put our money on Fiorentina, who are enjoying a very successful season. Speaking of the home side, all Sensi, Gabbiadini, and Giovinco have been struggling with injuries of late.",P
913,Torino,Roma,2022-05-20,P,"Torino and Roma go head to head at Stadio Olimpico di Torino on the last day of the season. Il Toro quickly bounced back from a 1-0 loss to Napoli, with the team beating Verona thanks to Josip Brekalo’s goal. The hosts have little to play for against the Giallorossi, but their pride will be at stake in Friday’s clash. All Fares, Buongiorno, Singo, Sanabria, Zaza, and Bremer are out of contention with injuries. 

The Romans, on the other hand, are eager to book their place in the Europa League. Since Roma want this win more than Torino, we predict that Jose Mourinho’s troops are going to pick up all three points from the decider. As for the visiting team, Henrikh Mkhitaryan remains on the sidelines with injury, while Nicolo Zaniolo is a major doubt, and he will be assessed ahead of the kick-off.",P
1211,Atalanta,Empoli,2022-05-21,P,"Atalanta will be aiming to book their place in the Conference League when they host Empoli to their Gewiss Stadium on the last day of the season. The Orobici failed to spoil Milan’s party at Stadio San Siro, but they are surely capable of beating Empoli in Bergamo. All Ilicic, Pezzella Giu, and Toloi are sidelined with injuries, while Malinovskyi misses the match through suspension. 

The Azzurri, on the other hand, have nothing to play for in the last round of the 2021/2022 Serie A campaign. Empoli have been struggling at the back of late, and we do not believe that they are capable of upsetting Atalanta at Gewiss Stadium. All Marchizza, Haas, and Tonelli are out of contention through injuries, while Di Francesco faces race against clock to be fit for the match. In the first half of the season Atalanta crushed Empoli 4-1.",V
546,Lazio,Hellas Verona,2022-05-21,N,"Lazio will try to recover from a 2-1 defeat to Napoli when they host Verona to their Stadio Olimpico on Matchday 6. The Biancocelesti continue to rely on experienced attacker Ciro Immobile, who has netted two goals this season, and we are positive that the 32-year-old will pose a big threat to the opposition back-line. Keep in mind that midfielder Danilo Cataldi is banned for a blasphemous language. 

Verona, on the other hand, continue with their old habit of producing much better showings at home than on the travels. Verona often struggle on the road, but the share of spoils is on the cards this time out as Gabriele Cioffi’s troops are undefeated in the previous three meetings with Lazio in the Eternal City. There are no fresh selection worries in the away side ahead of the trip to Rome. ",N
54,Fiorentina,Juventus,2022-05-21,V,,NAN
109,Genoa,Bologna,2022-05-21,P,"Genoa play host to Bologna at Stadio Comunale Luigi Ferraris on the last day of the season. Genoa suffered a 3-0 loss to Napoli at the weekend, with the Partenopei ruining their survival hopes. The hosts are low on spirits ahead of the visit of Bologna, meaning that home win should not be considered. All Sturaro, Maksimovic, and Vanheusden are sidelined with injuries, while Badelj is a major doubt. 

Sinisa Mihajlovic’s men, on the other hand, suffered a dip in form, with the team losing to both Venezia and Sassuolo in the previous two league fixtures. Anyhow, both teams to score betting option should be considered as both sides will be with guards down in Saturday’s clash. Sinisa Mihajlovic has a full squad to choose from for the last game of the season. In the first half of the season the two sides played out a 2-2 draw.",N
1213,Salernitana,Udinese,2022-05-22,P,"Following a 1-1 draw with Empoli, Salernitana will look to secure the Serie A survival when they welcome Udinese to their Stadio Arechi on the last day of the season. I Granata are only two points clear of 18th-place Cagliari, and given their poor goal difference, this has to go down as a must-win game for the home team. Ederson is banned for the match, while Ranieri misses the decider with injury. 

The Zebrette, on the other hand, are on a three-game winless run in the national championship. Since Udinese have nothing to play for in Sunday’s clash, we believe that punters from all around the globe can find value in betting on the home team. All Beto, Santurro, and Success should miss out with injuries for the visiting side. In the first half of the season Salernitana defeated Udinese 1-0 thanks to Simone Verdi’s goal. ",V
1212,Venezia,Cagliari,2022-05-22,N,"Cagliari will be looking to make amends for a 3-1 loss to Inter when they take on Venezia on the last day of the season. The Sardinians aim to put an end to their four-game winless run, and they have no other choice but to go all guns blazing at I Lagunari. Caretaker boss Alessandro Agostini should have a full squad to choose from for the decider. 

Venezia, on the other hand, have not been competitive at this level, and, as a result, they will compete in the Italian second tier next season. I Lagunari head into Sunday’s clash with the lack of motivation, which is probably the main reason why home win should not be considered. To make things even worse for the home side, all Okereke, Kiyine, and Vacca are banned for the match, while Romero, Modolo, and Lezzerini sit in the recovery room.",P
645,Inter,Sampdoria,2022-05-22,V,"Buoyed by a 3-1 win over Cagliari, Inter will look to defend their Serie A trophy when they take on Sampdoria on the last day of the season. The Nerazzurri are two points behind league leaders Milan ahead of the decider, meaning that this has to go down as a must-win game for the reigning champions. A man to watch in the home team will Argentina ace Lautaro Martinez, who scored a brace at the weekend, while Matias Vecino remains on the sidelines with injury. 

La Samp, on the other hand, have been having their ups and downs of late, with the team beating both Genoa and Fiorentina at home, while losing to Lazio on the road. Marco Giampaolo’s men are not regarded as good travelers, and we do not believe that they are unlikely to spoil Inter’s party at Stadio Giuseppe Meazza. All Sensi, Supryaga, and Gabbiadini are sidelined with injuries, while Colley misses out through suspension.",V
