,home,date,result,goals,away,total_shots,shots_on_target,goals_on_penalty,total_penalties,percentage_possession,fouls,yellow_cards,red_cards,season,rank_h,rank_a,description,prediction
1372,atalanta,2022-02-06,P,0.3999999999999999,cagliari,4.0,1.7999999999999998,0.0,-0.2,9.599999999999994,-4.400000000000002,-1.4,0.0,2021-2022,0.0,0.0,"Following back-to-back goalless draws with Inter and Lazio, Atalanta will look to return to winning ways in the Serie A when they host Cagliari to their Gewiss Stadium on Matchday 24. The Orobici are undefeated in the previous four league fixtures, but they need to start winning on a regular basis if they are to represent Italy in the Champions League for yet another term. Keep in mind, though, that all Malinovskiy, Muriel, Pasalic, and Koopmeiners have been tested positive for coronavirus. 

Both Josip Ilicic and Duvan Zapata are rated doubtful for the game, while Alexey Miranchuk remains in the recovery room. The Rossoblu, on the other hand, head into the match following a 1-1 draw with Fiorentina where they failed to convert a penalty. Cagliari are not regarded as good travelers, and even though Atalanta will be without several first-team regulars in Sunday’s clash, home win should be considered. Important attacker Joao Pedro is banned for the visiting side.",V
1373,juventus,2022-02-06,V,-0.1999999999999999,hellas verona,-2.799999999999999,-1.4,-0.2,-0.2,0.2000000000000028,-1.0,-0.4000000000000001,0.0,2021-2022,0.0,0.0,"Following a goalless draw with Milan, Juventus will look to start a new winning run in the Serie A when they take on Verona at Allianz Stadium. The Bianconeri are only one point behind the Champions League berth, and they are likely to go all guns blazing at the Mastini. Weston McKennie is back from international duty, while Federico Chiesa remains in the recovery room. Summer signing Locatelli misses out through suspension, while both Perin and Alex Sandro have been tested positive for coronavirus. 

Verona, on the other hand, were producing fine displays before the international break, with the team beating both Sassuolo and Bologna. The Mastini, though, often struggle on the travels, which is probably the main reason why home win should be considered. Simeone is banned for the visitors, while both Frabotta and Dawidowicz are out of contention with injuries. ",V
1374,salernitana,2022-02-07,N,-0.6,spezia,-2.799999999999999,-1.2000000000000002,0.2,0.2,-12.000000000000004,-5.0,-1.0,0.0,2021-2022,0.0,0.0,"Stadio Arechi will host Monday’s Serie A game between Salernitana and Spezia, the two bottom-table sides. Salernitana do not seem to be competitive at this level, with the team collecting only ten points to date. Since the rock-bottom side conceded seven goals in total in back-to-back losses to Lazio (0-3) and Napoli (1-4), we do not believe that home win should be considered. Veseli is banned for the hosts, while all Schiavone, Ruggeri, Coulibaly, and Stranberg miss out with injuries. 

The Bianconeri, on the other hand, look unstoppable at the moment, and given their three-game winning run in the Italian top flight, we predict that the visitors are going to emerge triumphant in Monday’s clash. Leo’ Sena and Bastoni should be the only absentees in the away side. In the first half of the season Spezia recorded a 2-1 win over Salernitana.",P
1375,torino,2022-02-12,P,0.7999999999999999,venezia,4.6,2.8,0.0,0.0,12.799999999999995,7.4,-0.2000000000000001,-0.3999999999999999,2021-2022,0.0,0.0,"Stadio Olimpico di Torino will host Saturday’s Serie A game between Torino and Venezia, the two teams who sit in the opposite halves of the table ahead of Matchday 25. Il Toro aim to remain in top ten, and they are likely to go all guns blazing at Venezia. Home win, though, should not be considered as the hosts head into the match with a severely-weakened squad. 

Both Mandragora and Lukic are bannedfor the game, while Belotti and Fares remain in the recovery room. I Lagunari, on the other hand, aim to make amends for a 2-0 loss to Napoli. Venezia are eager to escape the relegation zone, but, but they would be happy with one point from the match as well. Both Ceccaroni and Ebuehi miss out through suspension, while Vacca and Kiyine are injured. ",N
1376,lazio,2022-02-12,V,1.0,bologna,2.4000000000000004,1.8000000000000005,0.0,0.2,11.400000000000006,2.0,0.4000000000000003,0.0,2021-2022,0.0,0.0,"Lazio will look to build on a 3-0 win over Fiorentina when they take on Bologna in the Serie A round 25. The Biancocelesti took advantage of the fact that Dusan Vlahovic left Viola in January, with the team keeping their Champions League hopes alive. Maurizio Sarri’s men aim to give fans yet another reason for celebration, and they are likely to adopt an attack-minded approach in Saturday’s clash. Defender Acerbi remains in the recovery room, but he should be the only absentee in the home team. 

The Rossoblu, on the other hand, suffered a dip in form, with the team collecting only one point in total from the previous four league fixtures. Bologna are not regarded as good travelers, and they are unlikely to spoil Lazio’s party in the “Eternal City”. Mosa Barrow, who represented Gambia at the Africa Cup of Nations, returns to the starting XI, while all De Silvestri, Viola, Dominguez, and Kingsley miss out through different reasons. ",V
1377,napoli,2022-02-12,N,0.8,inter,2.599999999999998,0.8000000000000007,0.4,0.4,7.799999999999997,-3.0,-1.0,0.0,2021-2022,0.0,0.0,"The ground at Stadio Diego Armando Maradona will shake when Napoli and Inter take on each other in the Serie A derby on Saturday evening. The Neapolitans are on a four-match winning run in the Italian top flight, and they must be high on confidence ahead of the visit of Inter. Both Koulibaly and Anguissa are back from international duty, while Lozano and Tuanzebe continue to miss out with injuries. 

The Nerazzurri, on the other hand, suffered a heart-breaking loss to Milan in the Derby della Madonnina at the weekend, but despite the defeat they remained in top position. Napoli and Inter seem to be evenly matched ahead of day 25, and we believe that there is a big value in betting on draw. Both Correa and Gosens are sidelined with injuries, while Caicedo is a major doubt. ",N
1378,atalanta,2022-02-13,N,-0.4000000000000001,juventus,-0.6000000000000014,0.0,0.0,0.0,1.5999999999999943,1.200000000000001,-0.1999999999999999,0.0,2021-2022,0.0,0.0,"All eyes will be on Gewiss Stadium when Atalanta and Juventus meet in a highly-anticipated Serie A game. The Orobici suffered a shocking 2-1 loss to Cagliari at the weekend, meaning that Gianpiero Gasperini should opt to make changes to the starting XI. First-choice goalkeeper Musso is banned for the match, with Rossi likely to step up. All Miranchuk, Ilicic, and Zapata, on the other hand, miss out with injuries. 

The Bianconeri, on the other hand, did well to beat Verona 2-0 on Dusan Vlahovic’s debut for the Old Lady, and Max Allegri’s troops should take advantage of Atalanta’s absentees as well. Both Federico Chiesa and Giorgio Chiellini remain in the recovery room, while Federico Bernardeschi is a major doubt. Yet another January signing Denis Zakaria should keep his place in the starting XI after finding the net in the triumph over Verona. ",P
1379,genoa,2022-02-13,N,-0.8,salernitana,1.2000000000000002,-1.0,-0.2,-0.2,6.0,6.999999999999998,-0.2000000000000001,0.2,2021-2022,0.0,0.0,"After holding Roma to a goalless draw at Stadio Olimpico, Genoa will look to return to winning ways in the Serie A when they take on Salernitana on Matchday 25. The Rossoblu are six points behind the safe zone, and they are likely to fight tooth and nail in the relegation six-pointer. Anyhow, Genoa will not have a better chance than this to get back on course in the national championship. Ostigard is sidelined through suspension, while Bani continues to miss out with injury. 

The rock-bottom side, on the other hand, do not seem to be competitive at this level. Salernitana conceded nine goals in total in the previous three league fixtures, and we do not believe that they are capable of spoiling Genoa’s party at Stadio Comunale Luigi Ferraris. All Coulibaly, Schiavone, and Ruggeri are sidelined with injuries, speaking of the visiting team. ",V
1380,milan,2022-02-13,V,0.6000000000000001,sampdoria,7.599999999999998,2.4,0.2,0.6000000000000001,12.200000000000005,-0.200000000000001,0.8,-0.2,2021-2022,0.0,0.0,"Following a brilliant 2-1 win over Inter in the Derby della Madonnina, Milan will look to give fans yet another reason for celebration when they host Sampdoria to their Stadio San Siro. The Rossoneri aim to regain top position in the standings, but they will have to prove their worth on the field. All Ballo-Toure, Kjaer, and Ibrahimovic are sidelined with injuries, while Theo Hernandez misses out through suspension. Ante Rebic is a major doubt, and he will be assessed ahead of the kick-off. 

La Samp, on the other hand, desperately needed a win against Sassuolo, and they managed to get one, with the team regaining a much-needed confidence. Sampdoria, though, often struggle on the travels, and we do not believe that they are capable of spoiling Milan’s party at Stadio San Siro. All Gabbiadini, Yoshida, and Damsgaard are out of contention with injuries for the visiting team.",V
1381,sassuolo,2022-02-13,N,0.0,roma,2.799999999999997,1.3999999999999997,0.0,-0.2,7.199999999999996,-2.1999999999999997,-1.0,-0.6,2021-2022,0.0,0.0,"Sassuolo and Roma take on each other at Mapei Stadium – Citta del Tricolore in what is expected to be one of the most exciting games of Sunday’s program. Against all odds, the Neroverdi suffered a heavy 4-0 loss to Sampdoria, with the team extending their winless run in the league to three games. Sassuolo are desperate to return to winning ways, and they are likely to adopt an attack-minded approach against Roma. 

Both Raspadori and Scamacca are banned for the hosts, while Filip Djuricic remains in the recovery room. The Giallorossi, on the other hand, failed to turn their dominance into victory in a goalless draw with Genoa. Jose Mourinho’s troops are eager to stay in the Champions League race, and given their attacking potential, both teams to score betting option should be considered. Zaniolo is sidelined through suspension, while Spinazzolla has yet to overcome his injury. ",N
1382,empoli,2022-02-13,N,0.0,cagliari,4.0,1.1999999999999995,0.2,0.0,0.7999999999999972,-3.200000000000001,-0.2000000000000001,0.2,2021-2022,0.0,0.0,"Empoli and Cagliari go head to head at Stadio Carlo Castellani in what is expected to be a close Serie A clash. Empoli failed to win the previous seven league fixtures, and, no doubt, they are likely to leave their hearts on the field. All Luperto, Marchizza, and Haas are sidelined with injuries, but there are no suspended players in the home team ahead of the visit of Cagliari. The Rossoblu, on the other hand, did remarkably well to shock Atalanta in Bergamo in their last league match. 

The Sardinians aim to escape the danger zone, but beating Empoli on the road is easier said than done. As previously mentioned, a close match is on the cards, and we believe that punters from all around the globe can find value in betting on draw. Deiola misses out through suspension, while all Ceter, Nandez, Rog, Walukiewicz, and Strootman are out of contention with injuries. Both Zappa and Altare have been tested positive for coronavirus.",N
1383,hellas verona,2022-02-13,V,0.1999999999999999,udinese,9.400000000000002,2.0,0.0,0.0,15.400000000000006,2.0,-0.6000000000000001,0.2,2021-2022,0.0,0.0,"After suffering a 2-0 loss to Juventus in Turin, Verona will be aiming to move closer to the Champions League berth when they take on Udinese at Stadio Marc’Antonio Bentegodi. The Mastini continue with their old habit of producing much better showings at home than on the travels, and they are surely capable of matching Udinese in the “City of Love”. Cameroon international Hongla is back to contention, as well as important attacker Simeone, who served his one-game ban against Juve. 

The Zebrette, on the other hand, aim to build on a 2-0 win over Torino. Similar to Verona, Udinese struggle on the travels, and we do not believe that they are capable of grabbing something from the match. Arslan is sidelined through suspension, but he should be the only absentee in the away side. Keep in mind, though, that both Pereyra and Soppy are rated doubtful for the match.",V
1384,spezia,2022-02-14,P,-0.2000000000000001,fiorentina,-2.3999999999999986,-0.7999999999999998,0.4,0.0,-17.4,7.199999999999999,1.2000000000000002,-0.2,2021-2022,0.0,0.0,"Stadio Alberto Picco will host Monday’s Serie A game between Spezia and Fiorentina, the two teams with entirely different ambitions in the remainder of the season. Spezia are eager to secure the elite division survival, while the Viola are eyeing a place in European competitions. Following three consecutive league wins, the Bianconeri shared the spoils with Salernitana at the weekend, and they are surely capable of beating Vlahovic-less visitors. 

The Serbia international was sorely missed in a 3-0 loss to Lazio, and, no doubt, the club chiefs will regret for selling the top scorer in the January transfer window. All Bastoni, Kovalenko, and Leo’ Sena are sidelined with injuries for the home team, while Bonaventura and Torreira are banned for the visiting side. In the first half of the season Fiorentina rolled over Spezia at Stadio Artemio Franchi, meaning that the hosts are hungry for revenge.",V
1385,juventus,2022-02-18,N,0.1999999999999999,torino,-1.4000000000000004,-0.8000000000000007,0.0,0.0,-4.600000000000001,-4.799999999999999,-0.5999999999999996,0.0,2021-2022,0.0,0.0,"After sharing the spoils with Atalanta in Bergamo, Juventus will look to start a new winning run in the Serie A when they take on Torino in the Turin derby. The Bianconeri are determined to book their place in the Champions League for yet another term, and, no doubt, big-money signing Dusan Vlahovic is capable of helping “The Old Lady” meet the goal. 

Danilo, who scored a late equalizer against the Orobici, misses out through suspension, while both Chiellini and Chiesa remain in the recovery room. Torino, on the other hand, suffered yet another dip in form, and seeing that they failed to impress in back-to-back losses to Udinese and Venezia, we are tempted to put our money on Juve. Both Fares and Praet are sidelined with injuries, but there are no suspended players in the away team ahead of the local derby.",V
1386,roma,2022-02-19,N,-0.2000000000000001,hellas verona,1.4000000000000004,1.0,0.2,0.3999999999999999,-0.6000000000000014,-1.8000000000000007,0.3999999999999999,0.0,2021-2022,0.0,0.0,"Following a 2-2 draw with Sassuolo, Roma will look to get back on course when they welcome Verona to their Stadio Olimpico on Saturday. The Giallorossi aim to stay in the Champions League race, and they are likely to go all guns blazing at the Mastini. Mancini misses out through suspension, while both Ibanez and Spinazzola are sidelined with injuries. Experienced forward El Shaarawy is a major doubt. You should bear in mind that Jose Mourinho’s troops are eyeing their eighth home win of the process. 

Verona, on the other hand, continue with their habit of producing much better showings at home than on the travels, and given their anything but good away record in the 2021/2022 season (3-4-5), we are tempted to put our money on the capital club. All Miguel Veloso, Pandur, and Dawidowicz are sidelined with injuries for the visiting team. ",V
1387,salernitana,2022-02-19,N,-0.1999999999999999,milan,-8.4,-2.6,0.0,-0.2,-18.0,-2.4000000000000004,0.0,0.0,2021-2022,0.0,0.0,"Saturday’s football game at Stadio Arechi pits together Salernitana and Milan, the two teams with entirely different ambitions in the remainder of the season. Salernitana are desperate to secure the Serie A survival, but, as things stand now, the rock-bottom side will find it hard to avoid relegation to the Serie B. All Coulibaly, Schiavone, and Ruggeri are likely to miss the game with injuries. 

The Rossoneri, on the other hand, aim to build on back-to-back wins over Inter and Sampdoria. The league leaders have found their best form of late, and we predict that they are going to beat the relegation strugglers on Matchday 26. Both Kjaer and Ibrahimovic are sidelined with injuries, while Theo Hernandez is back from suspension. In the first half of the season Milan defeated Salernitana 2-0 at Stadio San Siro, which is yet another reason why away win should be considered.",P
1388,sampdoria,2022-02-19,V,0.0,empoli,-7.0,-3.2,0.2,0.2,-4.199999999999996,-2.6,-0.9999999999999998,0.0,2021-2022,0.0,0.0,"Stadio Luigi Ferraris will host Saturday’s football game between Sampdoria and Empoli, the two teams who sit in the opposite halves of the table. La Samp are sitting in 16th place ahead of Matchday 26, only two points clear of the relegation zone, and, no doubt, they are desperate to get back on course in the Serie A. All Askildsen, Damsgaard, Gabbiadini, and Yoshida miss out with injuries, but there are no suspended players in the home team. 

The Azzurri, on the other hand, aim to climb to top ten in the Serie A standings. Empoli, though, suffered a dip in form, and seeing that Sampdoria are desperate to escape the danger zone, home win should be considered. The likes of Haas, Marchizza, and Luperto should miss out with injuries for the visiting team, while both Ekong and Baldanzi are back to contention. ",V
1389,venezia,2022-02-20,N,0.6000000000000001,genoa,-2.8000000000000007,0.3999999999999999,0.0,0.0,-7.200000000000003,-8.999999999999998,-0.3999999999999999,0.1999999999999999,2021-2022,0.0,0.0,"Venezia and Genoa take on each other at Stadio Pierluigi Penzo in what is expected to be a close Serie A game. I Lagunari quickly bounced back from a 2-0 loss to Napoli, with the team beating Torino 2-1 on the road. Venezia regained a much-needed confidence, but they need to keep on making progress if they are to secure the Serie A survival. Both Busio and Okereke are banned for the match, while Klyine and Vacca should miss out with injuries. 

Mateju has been tested positive for COVID-19. The Rossoblu, on the other hand, are six points behind the safe zone, meaning that they are desperate to grab something from Sunday’s clash. Anyhow, home win should be considered as Venezia proved their worth in the triumph over Torino. Bani remains on the sidelines with injury, but he should be the only absentee in the away team. ",V
1390,udinese,2022-02-20,N,-1.2,lazio,1.0,-1.5999999999999996,0.0,0.0,-12.200000000000005,-3.0,-0.3999999999999999,0.0,2021-2022,0.0,0.0,"Dacia Arena will host Sunday’s football game between Udinese and Lazio. The Zebrette are determined to move away from the danger zone, but their display in a 4-0 loss to Verona is not giving fans a reason for optimism. Gabriele Cioffi should opt to make changes to the starting XI, with both Arslan and Beto pushing for a start. The likes of Nuytinck and Udogie are rated doubtful for the game, and the duo will be assessed ahead of the kick-off. 

The Biancocelesti, on the other hand, aim to build on back-to-back wins over Fiorentina and Bologna. Lazio are eager to keep their Champions League hopes alive, and they should take advantage of Udinese’s shaky defence. Both Lucas Leiva and Luis Alberto are banned for the match, while Lazzari and Acerbi should miss out with injuries. In the first half of the season the two sides played out a thrilling 4-4 draw in “The Eternal City”. ",P
1391,fiorentina,2022-02-20,V,0.1999999999999999,atalanta,1.0,1.0,0.0,0.6,11.0,-1.3999999999999986,0.0,0.2,2021-2022,0.0,0.0,"Fiorentina and Atalanta go head to head at Stadio Artemio Franchi in a highly-anticipated Serie A game. The Viola continue life without key attacker Dusan Vlahovic, but his replacement Krzysztof Piatek did well to open his goal-scoring account in a 2-1 win over Spezia. Fiorentina aim to give fans yet another reason for celebration, and we are positive they will go for a win in Sunday’s clash. Vincenzo Italiano should have a full squad to choose from. 

The Orobici, on the other hand, were on the verge of beating Juventus in Bergamo, but Danilo eventually scored a late equalizer for “The Old Lady”. Since Atalanta are eager to climb to the Champions League berth, we believe that both teams to score betting option should be considered. All Miranchuk, Zapata, and Palomino remain in the recovery room, while Ukraine international Ruslan Malinovsky returns to the starting XI after scoring a wonder goal in the draw with Juve. ",N
1392,inter,2022-02-20,P,-0.8,sassuolo,-1.799999999999999,-0.5999999999999996,-0.2,-0.2,5.0,1.0,-0.9999999999999998,-0.2,2021-2022,0.0,0.0,"Inter will look to overtake Milan in top position in the standings when they take on Sassuolo at their Stadio Giuseppe Meazza on Matchday 26. The Nerazzurri faced a tough fixture list in early February, with the team losing to Milan, while sharing the spoils with Napoli, but they are surely capable of beating the Neroverdi at home. Both Bastoni and Brozovic are banned for the match, while Correa and Gosens should miss out with injuries. 

Sassuolo, on the other hand, are on a four-game winless run in the national championship. Considering that the Neroverdi have been struggling at the back of late, we believe that there is a big value in betting on the title holders. Ferrari is banned for the match, while both Toljan and Djuricic miss out with injuries for the visiting team. Over 2.5 goals have been netted in each of their last five meetings in the Italian top flight.",V
1393,bologna,2022-02-21,V,-1.0,spezia,-0.200000000000001,-0.6000000000000001,-0.4,-0.4,5.600000000000001,-7.399999999999999,-0.3999999999999999,0.0,2021-2022,0.0,0.0,"Bologna play host to Spezia at their Stadio Renato Dall’Ara in the closing match of the Serie A round 26. The Rossoblu suffered a heavy 3-0 loss to Lazio at the weekend, and, no doubt, they are desperate to put an end to their five-game winless run. Bologna are eyeing their sixth home win of the process, and they are likely to go all guns blazing at Spezia. Both Medel and Svanberg are banned for the match, while Dominguez, Santander, and Kingsley should miss out with injuries. 

The Bianconeri, on the other hand, are only two points behind Bologna in the Serie A standings, but given their anything but good display in a 2-1 loss to Vlahovic-less Fiorentina, we believe that punters from all around the globe can find value in betting on Sinisa Mihajlovic’s troops. Amian is banned for the visitors, while both Bastoni and Leo’ Sena remain in the recovery room.",V
1394,cagliari,2022-02-21,N,-0.8,napoli,-6.400000000000002,-3.2,-0.6,-0.3999999999999999,-18.800000000000004,7.0,2.6,0.0,2021-2022,0.0,0.0,"Monday’s football game at Sardegna Arena pits together Cagliari and Napoli, the two teams who sit in the opposite halves of the table. The Rossoblu aim to escape the relegation zone, while the Neapolitans are determined to stay in the Scudetto race. The Sardinians are undefeated in the previous three league fixtures, but Napoli will pose a much bigger threat for the relegation strugglers than their previous rivals. 

To make things even worse for the home team, all Nandez, Lovato, Rog, Strootman, Walukiewicz, and Ceter should miss out with injuries. The Partenopei, on the other hand, head into the match following a 1-1 draw with Inter. Luciano Spalletti’s troops, though, did well to beat both Bologna and Venezia in the previous two away games, which is probably the main reason why away win should be considered. The likes of Lobotka, Lozano, Politano, and Tuanzebe are out of contention for the title-chasing team.",P
1395,genoa,2022-02-25,N,-0.4,inter,-6.600000000000001,-3.4,0.0,0.0,-14.0,7.0,0.9999999999999998,0.4,2021-2022,0.0,0.0,"Stadio Luigi Ferraris will host Friday’s Serie A game between Genoa and Inter, the two teams with totally different ambitions in the remainder of the season. The Rossoblu are fighting hard to secure the Serie A survival, while the Nerazzurri are eager to defend their title. All Criscito, Bani, Piccoli, and Vanheusden should miss out with injuries, but there are no suspended players for the hosts, who have drawn each of their last four league fixtures. 

Inter, on the other hand, aim to make amend for a shocking 2-0 loss to Sassuolo, and seeing that Genoa suit Simone Inzaghi’s troops, away win should be considered. You should know that the Nerazzurri are eyeing their eighth consecutive win over the Rossoblu. There are no fresh injury worries in the away team, which is yet another reason why we are tempted to put our money on the reigning champions.",P
1396,milan,2022-02-25,N,0.6,udinese,3.0,2.8000000000000003,-0.2,0.0,10.0,0.200000000000001,0.3999999999999999,0.2,2021-2022,0.0,0.0,"Milan will be aiming to retain top position in the standings when they host Udinese to their Stadio San Siro on Matchday 27. The Rossoneri are determined to win their first Scudetto since 2011, but they will have to prove their worth on the field. Both Zlatan Ibrahimovic and Simon Kjaer are sidelined with injuries, while Bennacer misses the game through suspension. Olivier Giroud is widely expected to lead the line for the league leaders. 

The Zebrette, on the other hand, aim to escape the danger zone, but given their anything but good away record (2-4-6-) in the 2021/2022 season, we predict that the hosts are going to pick up all three points from the match. Defender Bram Nuytinck remains in the recovery room, but he should be the only absentee in the away team in Friday’s clash. ",V
1397,salernitana,2022-02-26,N,0.6,bologna,-4.6000000000000005,-0.7999999999999998,0.0,0.0,-10.4,3.200000000000001,0.2000000000000001,0.2,2021-2022,0.0,0.0,"Salernitana will be looking to win their only fourth win of the season when they take on Bologna on Matchday 27. The rock-bottom side have drawn each of their three league fixtures, but, as things stand now, they will find it hard to secure the Serie A survival. All Coulibaly, Perotti, Schiavone, Rugeri, Verdi, and Radovanovic should all miss out with injuries for the home team, while experienced winger Ribery is a major doubt. 

The Rossoblu, on the other hand, quickly bounced back from a 3-0 loss to Lazio, with the team beating Spezia 2-1 on home soil. Sinisa Mihajlovic’s troops are safe for now, meaning that the hosts want this win more than the visitors. Since this game could be crucial for Salernitana in their battle for survival, we are tempted to put our money on the hosts. All Kingsley, Dominguez, and Santander are injured for the away team.",V
1398,empoli,2022-02-26,P,-0.3999999999999999,juventus,2.8000000000000007,0.7999999999999998,0.0,0.0,-1.3999999999999986,0.4000000000000003,1.1999999999999995,0.0,2021-2022,0.0,0.0,"After failing to impress in a 1-1 draw with local rivals Torino, Juventus will look to stay in the Champions Leaguer berth when they face Empoli on the road on Matchday 27. The Bianconeri will once again rely on January signing Dusan Vlahovic, who has yet to start paying off, while Dybala has joined Rugani and Chiesa in the recovery room. Both Bernardeschi and Chiellini are rated doubtful for the match. 

Empoli, on the other hand, suffered a dip in form, and given their anything but good display in a 2-0 loss to Sampdoria, we predict that Juve will return to winning ways this weekend. All Haas, Marchizza, and Verre should miss out with injuries for the hosts. In the first half of the season Empoli shocked Juventus at Allianz Stadium, meaning that the visitors are hungry for revenge. The good news for the Old Lady is that key defender Leonardo Bonucci has overcome his injury.",P
1399,sassuolo,2022-02-26,V,-0.6000000000000001,fiorentina,0.0,-0.6000000000000005,0.0,-0.6,-9.0,-1.1999999999999993,0.6000000000000001,-0.2,2021-2022,0.0,0.0,"Buoyed by a 2-0 win over Inter, Sassuolo will look to give fans yet another reason for celebration when they take on Fiorentina at Mapei Stadium – Citta del Tricolore on Saturday evening. The Neroverdi regained a much-needed confidence at the weekend, but they need to keep on making progress if they are to represent Italy in European competitions next term. All Toljan, Djuricic, and Obiang continue to miss out for the hosts, while defender Ferrari is back from suspension. 

The Viola, on the other hand, aim to build on back-to-back wins over Spezia and Atalanta. Fiorentina are only one point behind the Conference League berth, and we are positive that they will adopt an attack-minded approach in Saturday’s clash. Taking everything into account, there is a big value in betting on both teams to score. Important defender Nikola Milenkovic is banned for the visiting side.",N
1400,lazio,2022-02-27,P,0.0,napoli,-3.1999999999999997,-1.2000000000000002,-0.3999999999999999,-0.3999999999999999,-2.200000000000003,0.8000000000000007,1.2,0.0,2021-2022,0.0,0.0,"All eyes will be on Stadio Olimpico when Lazio and Napoli face each other in the Serie A derby. The Biancocelesti have been producing fine displays in 2022, but they are still seen as underdogs in Sunday’s derby. Ciro Immobile should lead the line for the hosts after missing the Udinese game (1-1) through illness, while Pedro has joined Lazzari in the recovery room. 

As always, a man to watch in the home team will be Serbia superstar Sergej Milinkovic-Savic. The Partenopei, on the other hand, dropped two points in a 1-1 draw with Cagliari. The title-chasing visitors are eager to return to winning ways in the Serie A, and given Lazio’s attacking potential, both teams to score betting option should be considered. All Malcuit, Zambo Anguissa, Lobotka, and Lozano are likely to miss the game with injuries, speaking of the away side.",N
1401,hellas verona,2022-02-27,V,1.4,venezia,2.6,1.0,0.2,0.2,10.0,3.1999999999999997,-0.3999999999999999,-0.4,2021-2022,0.0,0.0,"After dropping two points in a 2-2 draw with Roma, Verona will be aiming to keep their Europa League hopes alive when they take on Venezia in “the City of Love”. The Mastini continue with their old habit of producing much better showings at home than on the travels, with the team eyeing their eighth home win of the process. Both Casale and Gunter are banned for the hosts, while the likes of Pandur, Dawidowicz, and Miguel Veloso miss out with injuries. 

Venezia, on the other hand, played out a 1-1 draw with Genoa in their last league match. I Lagunari, though, are not regarded as good travelers, and we do not believe that they are capable of spoiling Verona’s party at Stadio Marc’Antonio Bentegodi. In the first half of the season Verona defeated Venezia 4-3. Speaking of the away side, all Lezzerini, Ebuehi, and Kiyine are likely to miss the game with injuries.",V
1402,spezia,2022-02-27,P,-0.4000000000000001,roma,-5.800000000000001,-3.0,0.0,0.0,-15.0,4.799999999999999,0.0,-0.2,2021-2022,0.0,0.0,"After suffering a 2-1 loss to Bologna, Spezia will look to give fans some cheer when they take on Roma on Matchday 27. Spezia have been slipping down the standings week by week, and, as a result, their Serie A status is now in danger. Defender Kelvin Amian is back from suspension, but important attacker is banned for the match. Both Sher and Leo’ Sena should miss out with injuries. 

The Giallorossi, on the other hand, came from two goals behind to share the spoils with Verona in their last league match. Jose Mourinho will watch Sunday’s game from the stands as he was sent off at the weekend, while all El Shaarawy, Ibanez, Shomurodov, Mancini, Spinazzola, Mkhitaryan, and Carles Perez are sidelined with injuries. Since Roma head into the match with a severely-weakened squad, we are going to put our money on the underdogs.",V
1403,torino,2022-02-27,P,0.0,cagliari,2.8000000000000007,1.5999999999999996,0.0,-0.2,13.4,1.3999999999999986,-0.2000000000000001,0.2,2021-2022,0.0,0.0,"Torino will look to put an end to their four-game winless run when they take on Cagliari at Stadio Olimpico di Torino on Sunday. Il Toro produced a fine display in a 1-1 draw with their local rivals Juventus, and it is no wonder the bookies see them as favourites to beat the Rossoblu. Fit-again attacker Andrea Belotti should continue to lead the line for the hosts after finding the net in the Turin derby, while Mandragora misses out through suspension. 

Both Fares and Praet are injured. The Sardinians, on the other hand, did well to hold Napoli to a 1-1 draw in front of home fans, but given their poor away record in the 2021/2022 season, we believe that there is a big value in betting on the home team. All Rog, Strootman, Ceter, Nandez, and Walukiewicz are out of contention for the visiting side.",V
1404,atalanta,2022-02-28,V,-1.0,sampdoria,3.0,0.6000000000000001,-0.2,-0.2,2.200000000000003,1.9999999999999984,0.3999999999999999,0.0,2021-2022,0.0,0.0,"Atalanta will be aiming to make amends for a 1-0 loss to Fiorentina when they face Sampdoria in the closing match of day 27. The Orobici are eager to stay in the Champions League race, and they are likely to fight tooth and nail against La Samp. Both Djimsiti and Demiral are banned for the match, while Muriel Palomino, Ilicic, Zapata, and Muriel remain on the sidelines. Since key attackers are injured for Atalanta, we do not believe that home win should be considered. 

The visitors, on the other hand, quickly bounced back from a 1-0 loss to Milan, with the team beating Empoli 2-0 in front of home fans. Even though Sampdoria struggle on the travels, we predict that they will hold the Orobici to a draw in Bergamo. The likes of Candreva and Bereszynski miss out through suspension, while Giovinco, Askildsen, Damsgaard, and Gabbiadini are sidelined with injuries.",N
1405,inter,2022-03-04,V,-0.5999999999999999,salernitana,9.2,2.4,0.0,0.0,15.0,-0.5999999999999996,-1.0,-0.2,2021-2022,0.0,0.0,"Inter will look to put an end to their four-game winless run when they host relegation-threatened Salernitana to their Stadio Giuseppe Meazza on Matchday 28. The Nerazzurri are eager to climb to top position in the standings, and they will not have a better chance than this to get back on course. Lautaro Martinez should be recalled to the starting XI after coming as a substitute in a goalless draw with Genoa, whilst there are no fresh injury worries in the home team. 

The visitors, on the other hand, have drawn each of their last four league fixtures. Salernitana have been showing signs of improvement of late, but given the importance of Friday’s match for the title holders, home win should be considered. All Ruggeri, Strandberg, Schiavone, Coulibaly, Bonazzoli, and Ribery are sidelined with injuries, while Radovanovic is a major doubt.",V
